# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles:P'
# Event count (approx.): 825463650699
#
# Overhead  Command       Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  ...................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  db_bench      [kernel.kallsyms]    [k] page_copy_sane
     0.02%  rocksdb:low   db_bench             [.] rocksdb::DataBlockFooter::DecodeFrom(rocksdb::Slice*)
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] enter_vector_usercopy
     0.02%  rocksdb:high  [kernel.kallsyms]    [k] block_invalidate_folio
     0.02%  db_bench      [kernel.kallsyms]    [k] do_raw_spin_trylock
     0.02%  db_bench      [kernel.kallsyms]    [k] _raw_spin_unlock
     0.02%  db_bench      db_bench             [.] rocksdb::GetPerfLevel()
     0.02%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::EqualWithoutTimestamp(rocksdb::Slice const&, rocksdb::Slice const&) const
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::~BlockFetcher()
     0.02%  rocksdb:low   libstdc++.so.6.0.35  [.] operator new(unsigned long)
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] __might_sleep
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] mpage_process_page_bufs
     0.02%  rocksdb:high  db_bench             [.] rocksdb::MemTableIterator::VerifyEntryChecksum()
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] __memcg_slab_free_hook
     0.02%  db_bench      libc.so.6            [.] 0x0000000000074f76
     0.02%  rocksdb:high  libc.so.6            [.] 0x000000000008df60
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] atime_needs_update
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockBuilder::Finish()
     0.02%  rocksdb:high  [kernel.kallsyms]    [k] do_raw_spin_lock
     0.02%  db_bench      [kernel.kallsyms]    [k] __filemap_add_folio
     0.02%  db_bench      db_bench             [.] rocksdb::MemTable::UpdateFlushState()
     0.02%  rocksdb:high  [kernel.kallsyms]    [k] memset
     0.02%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::ProcessTrailerIfPresent()
     0.02%  rocksdb:high  libc.so.6            [.] 0x000000000008df70
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] __slab_free
     0.02%  db_bench      [kernel.kallsyms]    [k] try_charge_memcg
     0.02%  db_bench      libc.so.6            [.] 0x000000000007ef78
     0.02%  db_bench      db_bench             [.] rocksdb::SetPerfLevel(rocksdb::PerfLevel)
     0.02%  db_bench      libc.so.6            [.] 0x000000000008df70
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008dfa6
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008df18
     0.02%  rocksdb:low   libc.so.6            [.] 0x000000000008dfac
     0.02%  rocksdb:low   db_bench             [.] rocksdb::IndexBlockIter::value() const
     0.02%  rocksdb:low   db_bench             [.] rocksdb::ShardedCache<rocksdb::clock_cache::ClockCacheShard<rocksdb::clock_cache::AutoHyperClockTable> >::Release(rocksdb::Cache::Handle*, bool)
     0.02%  rocksdb:low   db_bench             [.] rocksdb::IndexBlockIter::NextImpl()
     0.02%  rocksdb:high  [kernel.kallsyms]    [k] drop_buffers.constprop.0
     0.02%  rocksdb:low   db_bench             [.] rocksdb::ForceReleaseCachedEntry(void*, void*)
     0.02%  db_bench      [kernel.kallsyms]    [k] node_dirty_ok
     0.02%  rocksdb:low   db_bench             [.] rocksdb::Block::NewDataIterator(rocksdb::Comparator const*, unsigned long, rocksdb::DataBlockIter*, rocksdb::Statistics*, bool, bool)
     0.02%  rocksdb:low   db_bench             [.] rocksdb::GetVarint64Ptr(char const*, char const*, unsigned long*)
     0.02%  rocksdb:low   [kernel.kallsyms]    [k] ext4_da_get_block_prep
     0.02%  rocksdb:low   db_bench             [.] malloc_usable_size@plt
     0.02%  rocksdb:low   db_bench             [.] rocksdb::NotifyCollectTableCollectorsOnBlockAdd(std::vector<std::unique_ptr<rocksdb::InternalTblPropColl, std::default_delete<rocksdb::InternalTblPropColl> >, std::allocator<std::unique_ptr<rocksdb::InternalTblPropColl, std::default_delete<rocksdb::InternalTblPropColl> > > > const&, unsigned long, unsigned long, unsigned long)
     0.02%  db_bench      [kernel.kallsyms]    [k] ext4_es_lookup_extent
     0.02%  db_bench      [kernel.kallsyms]    [k] __folio_batch_add_and_move
     0.01%  rocksdb:low   libc.so.6            [.] 0x0000000000083716
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] _raw_spin_unlock
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::TryGetSerializedBlockFromPersistentCache()
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::CompressAndVerifyBlock(rocksdb::Slice const&, bool, rocksdb::BlockBasedTableBuilder::WorkingAreaPair&, rocksdb::GrowableBuffer*, rocksdb::CompressionType*)
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008dfca
     0.01%  rocksdb:low   db_bench             [.] rocksdb::DataBlockFooter::EncodeTo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) const
     0.01%  rocksdb:low   db_bench             [.] ROCKSDB_XXH3_64bits
     0.01%  db_bench      [kernel.kallsyms]    [k] charge_memcg
     0.01%  db_bench      libc.so.6            [.] 0x000000000008df28
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBuilder::Reset()
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __fsnotify_parent
     0.01%  db_bench      [kernel.kallsyms]    [k] percpu_counter_add_batch
     0.01%  rocksdb:low   db_bench             [.] rocksdb::FSWritableFile::PrepareWrite(unsigned long, unsigned long, rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.01%  rocksdb:low   libgcc_s.so.1        [.] __bswapdi2
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __xas_next
     0.01%  rocksdb:low   db_bench             [.] XXH3_mergeAccs
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008ded8
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074fa8
     0.01%  db_bench      libc.so.6            [.] 0x000000000008dee8
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074f9c
     0.01%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::OnKeyAdded(rocksdb::Slice const&, std::optional<rocksdb::Slice> const&)
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df7e
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074f44
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] ext4_es_lookup_extent
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008df6e
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::TryGetFromPrefetchBuffer()
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] ext4_update_bh_state
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockFetcher::GetBlockContents()
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteBlock(rocksdb::Slice const&, rocksdb::BlockHandle*, rocksdb::BlockType, bool*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::CachableEntry<rocksdb::Block>::DeleteValue(void*, void*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTable::UpdateCacheMissMetrics(rocksdb::BlockType, rocksdb::GetContext*) const
     0.01%  db_bench      [kernel.kallsyms]    [k] zero_user_segments
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bcd0
     0.01%  rocksdb:low   libc.so.6            [.] 0x00000000000849e4
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Block::~Block()
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ComputeBuiltinChecksumWithLastByte(rocksdb::ChecksumType, char const*, unsigned long, char)
     0.01%  rocksdb:low   libstdc++.so.6.0.35  [.] malloc@plt
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] ext4_bio_write_folio
     0.01%  db_bench      [kernel.kallsyms]    [k] balance_dirty_pages_ratelimited
     0.01%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::FindShortestInternalKeySeparator(rocksdb::Comparator const&, rocksdb::Slice const&, rocksdb::Slice const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bcaa
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] kmem_cache_alloc_noprof
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df94
     0.01%  rocksdb:low   libstdc++.so.6.0.35  [.] operator delete(void*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::AddIndexEntry(rocksdb::Slice const&, rocksdb::Slice const*, rocksdb::BlockHandle const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, bool)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockIter<rocksdb::IndexValue>::Next()
     0.01%  db_bench      [kernel.kallsyms]    [k] mas_walk
     0.01%  rocksdb:low   db_bench             [.] rocksdb::PosixRandomAccessFile::use_direct_io() const
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] aa_file_perm
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] get_page_from_freelist
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockIter<rocksdb::IndexValue>::UpdateKey()
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] arch_sync_dma_for_device
     0.01%  db_bench      [kernel.kallsyms]    [k] kernel_init_pages
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ComputeBuiltinChecksum(rocksdb::ChecksumType, char const*, unsigned long)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __rmqueue_pcplist
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008df90
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] block_commit_write
     0.01%  db_bench      db_bench             [.] rocksdb::TrimHistoryScheduler::Empty()
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008df72
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074f52
     0.01%  db_bench      db_bench             [.] rocksdb::WriteBatchInternal::IsLatestPersistentState(rocksdb::WriteBatch const*)
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074f30
     0.01%  rocksdb:low   db_bench             [.] operator delete(void*, unsigned long)@plt
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __asm_vector_usercopy
     0.01%  rocksdb:low   db_bench             [.] rocksdb::StopWatch::StopWatch(rocksdb::SystemClock*, rocksdb::Statistics*, unsigned int, unsigned int, unsigned long*, bool, bool)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ShardedCache<rocksdb::clock_cache::ClockCacheShard<rocksdb::clock_cache::AutoHyperClockTable> >::Lookup(rocksdb::Slice const&, rocksdb::Cache::CacheItemHelper const*, rocksdb::Cache::CreateContext*, rocksdb::Cache::Priority, rocksdb::Statistics*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::PlaceholderCacheInterface<(rocksdb::CacheEntryRole)13, rocksdb::Cache*>::Insert(rocksdb::Slice const&, unsigned long, rocksdb::Cache::Handle**) [clone .isra.0]
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df7a
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] ext4_bio_write_folio
     0.01%  db_bench      db_bench             [.] rocksdb::FlushScheduler::Empty()
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] mpage_process_page_bufs
     0.01%  db_bench      libc.so.6            [.] 0x000000000008df60
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] ext4_da_get_block_prep
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074f9e
     0.01%  db_bench      [kernel.kallsyms]    [k] __handle_mm_fault
     0.01%  rocksdb:low   libstdc++.so.6.0.35  [.] operator delete[](void*)
     0.01%  db_bench      [kernel.kallsyms]    [k] folio_alloc_buffers
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] security_file_permission
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::EmitBlock(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, rocksdb::Slice const&, rocksdb::Slice const*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::CacheKey::CreateUniqueForCacheLifetime(rocksdb::Cache*)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::DataBlockIter::SeekToFirstImpl()
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ShardedCacheBase::NewId()
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ShardedCache<rocksdb::clock_cache::ClockCacheShard<rocksdb::clock_cache::AutoHyperClockTable> >::Insert(rocksdb::Slice const&, void*, rocksdb::Cache::CacheItemHelper const*, unsigned long, rocksdb::Cache::Handle**, rocksdb::Cache::Priority, rocksdb::Slice const&, rocksdb::CompressionType)
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __rcu_read_lock
     0.01%  rocksdb:low   db_bench             [.] rocksdb::FullFilterBlockBuilder::AddWithPrevKey(rocksdb::Slice const&, rocksdb::Slice const&)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] find_lock_entries
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __memcg_slab_post_alloc_hook
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] bvec_try_merge_page
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Block::InitializeDataBlockProtectionInfo(unsigned char, rocksdb::Comparator const*)
     0.01%  rocksdb:low   db_bench             [.] __bswapdi2@plt
     0.01%  rocksdb:low   db_bench             [.] rocksdb::FullFilterBlockBuilder::OnDataBlockFinalized(unsigned long)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] ___slab_alloc
     0.01%  db_bench      [kernel.kallsyms]    [k] do_raw_spin_lock
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockCreateContext::Create(std::unique_ptr<rocksdb::Block_kData, std::default_delete<rocksdb::Block_kData> >*, rocksdb::BlockContents&&)
     0.01%  db_bench      [kernel.kallsyms]    [k] __f_unlock_pos
     0.01%  rocksdb:high  libc.so.6            [.] malloc
     0.01%  rocksdb:low   libc.so.6            [.] 0x0000000000082626
     0.01%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::FastLocalBloomBitsBuilder::CalculateSpace(unsigned long)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] jbd2_journal_grab_journal_head
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __slab_free
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __account_obj_stock
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] create_empty_buffers
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] mod_zone_page_state
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __memcg_slab_free_hook
     0.01%  db_bench      libc.so.6            [.] 0x000000000008dfca
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] obj_cgroup_charge_account
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] ext4_es_lookup_extent
     0.01%  rocksdb:low   db_bench             [.] rocksdb::ShortenedIndexBuilder::UpdateIndexSizeEstimate()
     0.01%  db_bench      db_bench             [.] rocksdb::WriteBatch::GetProtectionBytesPerKey() const
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008dfa8
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df10
     0.01%  rocksdb:high  libc.so.6            [.] 0x0000000000084a02
     0.01%  db_bench      [kernel.kallsyms]    [k] __mem_cgroup_charge
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] rw_verify_area
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] _raw_read_unlock
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] touch_atime
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Block::ApproximateMemoryUsage() const
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __rcu_read_unlock
     0.01%  rocksdb:low   libstdc++.so.6.0.35  [.] operator delete(void*, unsigned long)
     0.01%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::AddIndexEntryImpl(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::BlockHandle const&, bool, bool)
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008dfac
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] free_unref_folios
     0.01%  rocksdb:low   libc.so.6            [.] 0x0000000000083f90
     0.01%  rocksdb:high  db_bench             [.] rocksdb::BlockBuilder::Finish()
     0.01%  db_bench      libc.so.6            [.] 0x0000000000074fae
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bc8e
     0.01%  db_bench      libc.so.6            [.] 0x000000000008df90
     0.01%  db_bench      [kernel.kallsyms]    [k] mod_memcg_lruvec_state
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] workingset_refault
     0.01%  rocksdb:low   libc.so.6            [.] __libc_pread
     0.01%  db_bench      [kernel.kallsyms]    [k] handle_page_fault
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] _raw_read_unlock
     0.01%  rocksdb:low   libstdc++.so.6.0.35  [.] operator new(unsigned long)@plt
     0.01%  rocksdb:low   db_bench             [.] rocksdb::FullFilterBlockBuilder::UpdateFilterSizeEstimate(unsigned long)
     0.01%  rocksdb:low   db_bench             [.] rocksdb::DataBlockIter* rocksdb::BlockBasedTable::InitBlockIterator<rocksdb::DataBlockIter>(rocksdb::BlockBasedTable::Rep const*, rocksdb::Block*, rocksdb::BlockType, rocksdb::DataBlockIter*, bool)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] fput
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockHandle::DecodeFrom(rocksdb::Slice*)
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] kmem_cache_free
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __folio_cancel_dirty
     0.01%  rocksdb:high  db_bench             [.] rocksdb::IndexValue::EncodeTo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, bool, rocksdb::BlockHandle const*) const
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] down_write
     0.01%  rocksdb:low   db_bench             [.] rocksdb::CachableEntry<rocksdb::DecompressorDict>::ReleaseResource(bool)
     0.01%  db_bench      [kernel.kallsyms]    [k] _raw_read_lock
     0.01%  db_bench      libc.so.6            [.] 0x000000000008df86
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] __might_fault
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008dfba
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008deb4
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008df76
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008dee8
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __might_resched
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] ext4_invalidate_folio
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] unmap_page_range
     0.01%  rocksdb:low   db_bench             [.] rocksdb::WritableFileWriter::PrepareIOOptions(rocksdb::WriteOptions const&, rocksdb::IOOptions&)
     0.01%  rocksdb:low   libc.so.6            [.] 0x0000000000082610
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008df86
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] mpage_map_and_submit_buffers
     0.01%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::FindShortestSeparator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, rocksdb::Slice const&) const
     0.01%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteMaybeCompressedBlockImpl(rocksdb::Slice const&, rocksdb::CompressionType, rocksdb::BlockHandle*, rocksdb::BlockType, rocksdb::Slice const*, bool*)
     0.01%  db_bench      libc.so.6            [.] 0x000000000008deb4
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bc88
     0.01%  db_bench      [kernel.kallsyms]    [k] obj_cgroup_charge_account
     0.01%  db_bench      [kernel.kallsyms]    [k] __mark_inode_dirty
     0.01%  db_bench      [kernel.kallsyms]    [k] folio_set_bh
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] mod_memcg_lruvec_state
     0.01%  rocksdb:low   db_bench             [.] rocksdb::BlockBuilder::ScanForUniformity() const
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] _raw_write_lock
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Status::Status(rocksdb::Status&&)
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] up_write
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] alloc_buffer_head
     0.01%  rocksdb:low   libc.so.6            [.] 0x00000000000836f6
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Status::operator=(rocksdb::Status&&) [clone .isra.0]
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df20
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df7c
     0.01%  db_bench      [kernel.kallsyms]    [k] alloc_buffer_head
     0.01%  db_bench      libc.so.6            [.] 0x000000000008dec8
     0.01%  db_bench      [kernel.kallsyms]    [k] filemap_add_folio
     0.01%  db_bench      libc.so.6            [.] 0x000000000008df44
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] read_pages
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] uncharge_folio
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bcb0
     0.01%  db_bench      libc.so.6            [.] 0x000000000008ded0
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df04
     0.01%  db_bench      [kernel.kallsyms]    [k] folios_put_refs
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] get_mem_cgroup_from_mm
     0.01%  rocksdb:low   db_bench             [.] rocksdb::Env::GetSystemClock() const
     0.01%  rocksdb:low   db_bench             [.] pread@plt
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008def8
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008ded0
     0.01%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::Flush(rocksdb::Slice const*)
     0.01%  db_bench      libc.so.6            [.] 0x000000000007bce4
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] folio_mark_accessed
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] dynamic_cond_resched
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] _raw_read_lock
     0.01%  rocksdb:low   libc.so.6            [.] 0x000000000008df28
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] filemap_free_folio
     0.01%  rocksdb:high  db_bench             [.] XXH3_mergeAccs
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] handle_page_fault
     0.01%  db_bench      libc.so.6            [.] 0x000000000007ef8e
     0.01%  rocksdb:high  db_bench             [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable()
     0.01%  rocksdb:high  libc.so.6            [.] 0x000000000008ded0
     0.01%  rocksdb:low   [kernel.kallsyms]    [k] generic_file_read_iter
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] uncharge_folio
     0.01%  rocksdb:high  [kernel.kallsyms]    [k] __might_sleep
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] jbd2_journal_grab_journal_head
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] kmem_cache_free
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfb8
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableIterator::CheckDataBlockWithinUpperBound() [clone .part.0]
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] _raw_spin_unlock
     0.00%  rocksdb:high  db_bench             [.] rocksdb::StopWatch::~StopWatch()
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_set_bh
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::CompressAndVerifyBlock(rocksdb::Slice const&, bool, rocksdb::BlockBasedTableBuilder::WorkingAreaPair&, rocksdb::GrowableBuffer*, rocksdb::CompressionType*)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df00
     0.00%  db_bench      [kernel.kallsyms]    [k] ___slab_alloc
     0.00%  rocksdb:high  db_bench             [.] rocksdb::NotifyCollectTableCollectorsOnBlockAdd(std::vector<std::unique_ptr<rocksdb::InternalTblPropColl, std::default_delete<rocksdb::InternalTblPropColl> >, std::allocator<std::unique_ptr<rocksdb::InternalTblPropColl, std::default_delete<rocksdb::InternalTblPropColl> > > > const&, unsigned long, unsigned long, unsigned long)
     0.00%  db_bench      libc.so.6            [.] 0x000000000008dfc4
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df96
     0.00%  db_bench      libc.so.6            [.] 0x000000000008decc
     0.00%  db_bench      [kernel.kallsyms]    [k] crc32_lsb_clmul
     0.00%  db_bench      [kernel.kallsyms]    [k] folio_add_lru
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBuilder::Add(rocksdb::Slice const&, rocksdb::Slice const&, rocksdb::Slice const*, bool)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] free_unref_folios
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df76
     0.00%  db_bench      [kernel.kallsyms]    [k] handle_mm_fault
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df7a
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] page_copy_sane
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008dee0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] wbc_account_cgroup_owner
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df18
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  db_bench      libc.so.6            [.] free
     0.00%  db_bench      libc.so.6            [.] 0x000000000007bcba
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] free_tail_page_prepare
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f48
     0.00%  rocksdb:high  db_bench             [.] rocksdb::(anonymous namespace)::XXPH3FilterBitsBuilder::EstimateEntriesAdded()
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfa8
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df44
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfa6
     0.00%  rocksdb:high  db_bench             [.] rocksdb::ShortenedIndexBuilder::GetSeparatorWithSeq(rocksdb::Slice const&, rocksdb::Slice const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df40
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_update_bh_state
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mas_walk
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f34
